4k,#genre#
17,http://1.183.178.135:8097/udp/239.29.1.145:5000
内蒙古,http://1.183.178.135:8097/udp/239.29.0.2:5000
北京,http://1.183.178.135:8097/udp/239.29.0.108:5000
天津,http://1.183.178.135:8097/udp/239.29.0.98:5000
湖南,http://1.183.178.135:8097/udp/239.29.0.90:5000
湖北,http://1.183.178.135:8097/udp/239.29.0.107:5000
东方,http://1.183.178.135:8097/udp/239.29.0.97:5000
江苏,http://1.183.178.135:8097/udp/239.29.0.102:5000
浙江,http://1.183.178.135:8097/udp/239.29.0.96:5000
山东,http://1.183.178.135:8097/udp/239.29.0.106:5000
安徽,http://1.183.178.135:8097/udp/239.29.0.81:5000
江西,http://1.183.178.135:8097/udp/239.29.0.125:5000
广东,http://1.183.178.135:8097/udp/239.29.0.123:5000
辽宁,http://1.183.178.135:8097/udp/239.29.0.109:5000
吉林,http://1.183.178.135:8097/udp/239.29.1.125:5000
贵州,http://1.183.178.135:8097/udp/239.29.0.104:5000
四川,http://1.183.178.135:8097/udp/239.29.0.100:5000
深圳,http://1.183.178.135:8097/udp/239.29.0.105:5000
重庆,http://1.183.178.135:8097/udp/239.29.0.99:5000
河北,http://1.183.178.135:8097/udp/239.29.0.124:5000
海南,http://1.183.178.135:8097/udp/239.29.1.126:5000
甘肃,http://1.183.178.135:8097/udp/239.29.1.124:5000
黑龙江,http://1.183.178.135:8097/udp/239.29.0.91:5000



广东台,#genre#
珠江频道,http://61.143.45.150:9901/tsfile/live/1009_1.m3u8
广东新闻,http://61.143.45.150:9901/tsfile/live/1010_1.m3u8
珠江频道,http://r.jdshipin.com/sE5vO
广东体育,http://61.143.45.150:9901/tsfile/live/1012_1.m3u8
广东民生,http://61.143.45.150:9901/tsfile/live/1011_1.m3u8
广东影视,http://61.143.45.150:9901/tsfile/live/1014_1.m3u8
广东少儿,http://61.143.45.150:9901/tsfile/live/1015_1.m3u8

古豆
珠江频道,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=gdzhujiangHD_7500
广东体育,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=1413
经济科教,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=GDjingjikejiaoHD_7000
佛山综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=foshanzongheHD_4500
佛山公共,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=foshangonggongHD_4500
佛山影视,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=foshanyingshiHD_4500
佛山南海,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=nanhaiHD_4500
佛山顺德,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=shundeHD_4500
广州新闻,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=gznews_1500

大湾区卫视,http://222.217.246.236:8181/tsfile/live/1002_1.m3u8
经济科教,http://222.217.246.236:8181/tsfile/live/1003_1.m3u8
广东新闻,http://222.217.246.236:8181/tsfile/live/1004_1.m3u8
广东民生,http://222.217.246.236:8181/tsfile/live/1007_1.m3u8
广东影视,http://222.217.246.236:8181/tsfile/live/1008_1.m3u8
广东少儿,http://222.217.246.236:8181/tsfile/live/1009_1.m3u8
广东体育,http://222.217.246.236:8181/tsfile/live/1010_1.m3u8

广东体育,http://222.217.246.236:8181/tsfile/live/1010_1.m3u8
广东体育,http://171.38.25.240:8181/tsfile/live/1088_1.m3u8
广东体育,http://219.137.29.230:4433/tsfile/live/0142_1.m3u8
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
珠江频道,http://r.jdshipin.com/sE5vO
珠江频道,http://171.38.25.240:8181/tsfile/live/1083_1.m3u8
大湾区卫视,http://222.217.246.236:8181/tsfile/live/1002_1.m3u8
大湾区卫视,http://171.38.25.240:8181/tsfile/live/1093_1.m3u8
经济科教,http://222.217.246.236:8181/tsfile/live/1003_1.m3u8
经济科教,http://171.38.25.240:8181/tsfile/live/1086_1.m3u8
广东新闻,http://222.217.246.236:8181/tsfile/live/1004_1.m3u8
广东新闻,http://219.137.29.230:4433/tsfile/live/1005_1.m3u8
广东新闻,http://171.38.25.240:8181/tsfile/live/1090_1.m3u8
广东影视,http://222.217.246.236:8181/tsfile/live/1008_1.m3u8
广东影视,http://171.38.25.240:8181/tsfile/live/1091_1.m3u8
广东少儿,http://222.217.246.236:8181/tsfile/live/1009_1.m3u8
嘉佳卡通,http://222.217.246.236:8181/tsfile/live/1030_1.m3u8
嘉佳卡通,http://219.128.140.118:3334/tsfile/live/1006_1.m3u8
广东民生,http://222.217.246.236:8181/tsfile/live/1007_1.m3u8
广东民生,http://171.38.25.240:8181/tsfile/live/1084_1.m3u8凤凰香港,http://222.217.246.236:8181/tsfile/live/1084_1.m3u8
广州综合,http://171.38.25.240:8181/tsfile/live/0115_1.m3u8
广州综合,https://justsometime.gztv.com/sec/zhonghe.m3u8
广州影视,http://171.38.25.240:8181/tsfile/live/0131_1.m3u8
广州新闻,https://justsometime.gztv.com/sec/xinwen.m3u8
深圳电视剧,http://171.38.25.240:8181/tsfile/live/1097_1.m3u8


广东体育,http://r.jdshipin.com/LiYdg
明珠台,http://r.jdshipin.com/ZQ4kN
南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
广州新闻,https://justsometime.gztv.com/sec/xinwen.m3u8
广州综合,https://justsometime.gztv.com/sec/zhonghe.m3u8

珠江频道,http://218.19.13.245:9901/tsfile/live/1001_1.m3u8
广东新闻,http://218.19.13.245:9901/tsfile/live/1002_1.m3u8
广东民生,http://218.19.13.245:9901/tsfile/live/1003_1.m3u8
广东体育,http://218.19.13.245:9901/tsfile/live/1004_1.m3u8
大湾区卫视,http://218.19.13.245:9901/tsfile/live/1007_1.m3u8
经济科教,http://218.19.13.245:9901/tsfile/live/1009_1.m3u8
广东影视,http://218.19.13.245:9901/tsfile/live/1012_1.m3u8
金鹰卡通,http://218.19.13.245:9901/tsfile/live/1014_1.m3u8
高清电影,http://218.19.13.245:9901/tsfile/live/1015_1.m3u8


广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
广东影视,http://218.15.229.90:9901/tsfile/live/1002_1.m3u8

联通
广州综合,https://justsometime.gztv.com/sec/zhonghe.m3u8
广州法治,https://justsometime.gztv.com/sec/fazhi.m3u8
广州新闻,https://justsometime.gztv.com/sec/xinwen.m3u8
广州竞赛,https://justsometime.gztv.com/sec/jingsai.m3u8
广州影视,https://justsometime.gztv.com/sec/yingshi.m3u8
南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8



荔枝网
大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
广东卫视,https://php.17186.eu.org/gdtv/web/lizhi.m3u8
广东卫视,https://php.17186.eu.org/gdtv/web/gdws.m3u8
珠江频道,https://php.17186.eu.org/gdtv/web/gdzj.m3u8
广东新闻,https://php.17186.eu.org/gdtv/web/xwpd.m3u8
广东民生,https://php.17186.eu.org/gdtv/web/gdgg.m3u8
经济科教,https://php.17186.eu.org/gdtv/web/jjkj.m3u8
广东综艺,https://php.17186.eu.org/gdtv/web/jilupian.m3u8
广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
广东体育,https://php.17186.eu.org/gdtv/web/gdty.m3u8
广东国际,https://php.17186.eu.org/gdtv/web/gdgj.m3u8
广东少儿,https://php.17186.eu.org/gdtv/web/gdse.m3u8
广东4K超高清,https://php.17186.eu.org/gdtv/web/gdzy.m3u8
嘉佳卡通,https://php.17186.eu.org/gdtv/web/jjkt.m3u8
岭南戏曲,https://php.17186.eu.org/gdtv/web/lnxq.m3u8
现代教育,https://php.17186.eu.org/gdtv/web/xdjy.m3u8
广东移动,https://php.17186.eu.org/gdtv/web/ydpd.m3u8
GRTN文化,https://php.17186.eu.org/gdtv/web/wenhua.m3u8
GRTN健康,https://php.17186.eu.org/gdtv/web/health.m3u8
GRTN生活,https://php.17186.eu.org/gdtv/web/life.m3u8

广东民生,http://gmxw.7766.org:808/hls/1/index.m3u8
广东体育,http://gmxw.7766.org:808/hls/2/index.m3u8
广东体育,http://218.15.229.90:9901/tsfile/live/1001_1.m3u8
经济科教,http://gmxw.7766.org:808/hls/4/index.m3u8
广东新闻,http://gmxw.7766.org:808/hls/5/index.m3u8
广东影视,http://gmxw.7766.org:808/hls/6/index.m3u8
嘉佳卡通,http://gmxw.7766.org:808/hls/8/index.m3u8
4K超高清,http://gmxw.7766.org:808/hls/9/index.m3u8
深圳公共,http://gmxw.7766.org:808/hls/156/index.m3u8
深圳都市,http://gmxw.7766.org:808/hls/140/index.m3u8
深圳财经,http://gmxw.7766.org:808/hls/151/index.m3u8
深圳娱乐,http://gmxw.7766.org:808/hls/155/index.m3u8
深圳电视剧,http://gmxw.7766.org:808/hls/141/index.m3u8
深圳少儿,http://gmxw.7766.org:808/hls/157/index.m3u8
深圳体育,http://gmxw.7766.org:808/hls/158/index.m3u8

珠江频道,http://xjayrf.eatuo.com:9901/tsfile/live/1011_1.m3u8
珠江频道,http://183.236.98.39:808/hls/63/index.m3u8
珠江频道,http://113.86.204.98:808/hls/22/index.m3u8
珠江频道,http://120.84.96.151:808/hls/122/index.m3u8
珠江频道,http://157.122.177.10:9901/tsfile/live/1007_1.m3u8

广东新闻,http://88888.55555.io:2345/udp/239.77.0.173:5146
广东新闻,http://183.236.98.39:808/hls/66/index.m3u8
广东新闻,http://171.38.64.18:8181/tsfile/live/1090_1.m3u8
广东新闻,http://113.86.204.68:808/hls/20/index.m3u8
广东新闻,http://157.122.177.10:9901/tsfile/live/1008_1.m3u8
广东影视,http://113.86.204.98:808/hls/17/index.m3u8
广东影视,http://157.122.177.10:9901/tsfile/live/1002_1.m3u8
广东影视,http://183.236.98.39:808/hls/70/index.m3u8
广东影视,http://171.38.64.18:8181/tsfile/live/1091_1.m3u8
广东体育,http://113.86.204.98:808/hls/21/index.m3u8

广东体育,http://120.236.57.77:9901/tsfile/live/1033_1.m3u8
广东体育,http://120.84.96.151:808/hls/22/index.m3u8
广东体育,http://171.38.64.18:8181/tsfile/live/1088_1.m3u8
广东体育,http://113.86.204.68:808/hls/21/index.m3u8
广东体育,http://157.122.177.10:9901/tsfile/live/1001_1.m3u8
广东少儿,http://157.122.177.10:9901/tsfile/live/1006_1.m3u8
广东少儿,http://183.236.98.39:808/hls/71/index.m3u8


广东新闻,http://120.84.96.151:808/hls/124/index.m3u8
广东新闻,http://fxhack.f3322.org:8000/udp/239.253.43.72:5146
广东影视,http://120.84.96.151:808/hls/142/index.m3u8
广东少儿,http://120.84.96.151:808/hls/120/index.m3u8
广东体育,http://lu1.cc/itv/php/gudou.php?id=gdty

广州综合,http://my.mytvtv.top/guangdong/gztv.php?id=gzzh
广州新闻,http://my.mytvtv.top/guangdong/gztv.php?id=gzxw
广州法治,http://my.mytvtv.top/guangdong/gztv.php?id=gzfz
南国都市,http://my.mytvtv.top/guangdong/gztv.php?id=gzsh
广州影视,http://my.mytvtv.top/guangdong/gztv.php?id=gzys




广东测试


大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8
广东卫视,https://php.17186.eu.org/gdtv/web/lizhi.m3u8
广东卫视,https://php.17186.eu.org/gdtv/web/gdws.m3u8
珠江频道,https://php.17186.eu.org/gdtv/web/gdzj.m3u8
广东新闻,https://php.17186.eu.org/gdtv/web/xwpd.m3u8
广东民生,https://php.17186.eu.org/gdtv/web/gdgg.m3u8
经济科教,https://php.17186.eu.org/gdtv/web/jjkj.m3u8
广东综艺,https://php.17186.eu.org/gdtv/web/jilupian.m3u8
广东影视,https://php.17186.eu.org/gdtv/web/gdys.m3u8
广东体育,https://php.17186.eu.org/gdtv/web/gdty.m3u8
广东国际,https://php.17186.eu.org/gdtv/web/gdgj.m3u8
广东少儿,https://php.17186.eu.org/gdtv/web/gdse.m3u8
广东4K超高清,https://php.17186.eu.org/gdtv/web/gdzy.m3u8
嘉佳卡通,https://php.17186.eu.org/gdtv/web/jjkt.m3u8
岭南戏曲,https://php.17186.eu.org/gdtv/web/lnxq.m3u8
现代教育,https://php.17186.eu.org/gdtv/web/xdjy.m3u8
广东移动,https://php.17186.eu.org/gdtv/web/ydpd.m3u8
大湾区卫视,http://wizarkid.vip:4000/udp/239.77.0.215:5146

标清
佛山综合,http://www.namewee.xyz/gudou.php?id=foshanzongheHD_4500
佛山公共,http://www.namewee.xyz/gudou.php?id=foshangonggongHD_4500
佛山影视,http://www.namewee.xyz/gudou.php?id=foshanyingshiHD_4500
佛山南海,http://www.namewee.xyz/gudou.php?id=nanhaiHD_4500
佛山顺德,http://www.namewee.xyz/gudou.php?id=shundeHD_4500
广东体育,http://222.217.246.236:8181/tsfile/live/1001_1.m3u8

更新源
广东卫视,https://php.17186.eu.org/gdtv/web/lizhi.m3u8
广东综艺,https://php.17186.eu.org/gdtv/web/jilupian.m3u8
岭南戏曲,https://php.17186.eu.org/gdtv/web/lnxq.m3u8
现代教育,https://php.17186.eu.org/gdtv/web/xdjy.m3u8
广东移动,https://php.17186.eu.org/gdtv/web/ydpd.m3u8
文化,https://php.17186.eu.org/gdtv/web/wenhua.m3u8
健康,https://php.17186.eu.org/gdtv/web/health.m3u8
生活,https://php.17186.eu.org/gdtv/web/life.m3u8
广州综合,https://justsometime.gztv.com/sec/zhonghe.m3u8
广州法治,https://justsometime.gztv.com/sec/fazhi.m3u8
广州新闻,https://justsometime.gztv.com/sec/xinwen.m3u8
广州竞赛,https://justsometime.gztv.com/sec/jingsai.m3u8
广州影视,https://justsometime.gztv.com/sec/yingshi.m3u8
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
广东影视,http://gmxw.7766.org:808/hls/6/index.m3u8
广东卡通,http://gmxw.7766.org:808/hls/8/index.m3u8
广东4K超高清,http://gmxw.7766.org:808/hls/9/index.m3u8
大湾区卫视,http://wizarkid.vip:4000/udp/239.77.0.215:5146
广东卫视,http://wizarkid.vip:4000/udp/239.77.1.19:5146
广东卫视,http://wizarkid.vip:4000/udp/239.77.1.152:5146
广东卫视,http://wizarkid.vip:4000/udp/239.77.0.84:5146
广东卫视,http://wizarkid.vip:4000/udp/239.77.0.166:5146
广东卫视,http://88888.55555.io:2345/udp/239.77.1.19:5146
广东卫视,http://88888.55555.io:2345/udp/239.77.1.152:5146
广东卫视,http://88888.55555.io:2345/udp/239.77.0.84:5146
广东卫视,http://88888.55555.io:2345/udp/239.77.0.166:5146
珠江频道,http://wizarkid.vip:4000/udp/239.77.0.1:5146
珠江频道,http://wizarkid.vip:4000/udp/239.77.0.114:5146
珠江频道,http://88888.55555.io:2345/udp/239.77.0.1:5146
珠江频道,http://88888.55555.io:2345/udp/239.77.0.114:5146
广东新闻,http://wizarkid.vip:4000/udp/239.77.0.173:5146
广东新闻,http://88888.55555.io:2345/udp/239.77.0.173:5146
广东民生,http://wizarkid.vip:4000/udp/239.77.0.225:5146
广东民生,http://88888.55555.io:2345/udp/239.77.0.225:5146
广东体育,http://wizarkid.vip:4000/udp/239.77.0.112:5146
广东体育,http://wizarkid.vip:4000/udp/239.77.0.168:5146
广东体育,http://88888.55555.io:2345/udp/239.77.0.112:5146
广东体育,http://88888.55555.io:2345/udp/239.77.0.168:5146
广东移动,http://wizarkid.vip:4000/udp/239.77.0.20:5146
广东移动,http://88888.55555.io:2345/udp/239.77.0.20:5146
广东综艺 4K,http://wizarkid.vip:4000/udp/239.77.1.236:5146
广东综艺 4K,http://wizarkid.vip:4000/udp/239.77.1.237:5146
广东综艺 4K,http://wizarkid.vip:4000/udp/239.77.0.244:5146
广东综艺 4K,http://wizarkid.vip:4000/udp/239.77.0.245:5146
广东综艺 4K,http://88888.55555.io:2345/udp/239.77.1.236:5146
广东综艺 4K,http://88888.55555.io:2345/udp/239.77.1.237:5146
广东综艺 4K,http://88888.55555.io:2345/udp/239.77.0.244:5146
广东综艺 4K,http://88888.55555.io:2345/udp/239.77.0.245:5146
广东房产,http://wizarkid.vip:4000/udp/239.77.0.14:5146
广东房产,http://88888.55555.io:2345/udp/239.77.0.14:5146
广东经济科教,http://wizarkid.vip:4000/udp/239.77.0.85:5146
广东经济科教,http://wizarkid.vip:4000/udp/239.77.0.167:5146
广东经济科教,http://88888.55555.io:2345/udp/239.77.0.85:5146
广东经济科教,http://88888.55555.io:2345/udp/239.77.0.167:5146
广东影视,http://wizarkid.vip:4000/udp/239.77.0.217:5146
广东影视,http://88888.55555.io:2345/udp/239.77.0.217:5146
广东少儿,http://wizarkid.vip:4000/udp/239.77.0.250:5146
广东少儿,http://88888.55555.io:2345/udp/239.77.0.250:5146
嘉佳卡通,http://wizarkid.vip:4000/udp/239.77.0.179:5146
嘉佳卡通,http://88888.55555.io:2345/udp/239.77.0.179:5146
岭南戏曲,http://wizarkid.vip:4000/udp/239.77.0.16:5146
岭南戏曲,http://88888.55555.io:2345/udp/239.77.0.16:5146
现代教育,http://wizarkid.vip:4000/udp/239.77.0.18:5146
现代教育,http://88888.55555.io:2345/udp/239.77.0.18:5146
广州综合,http://wizarkid.vip:4000/udp/239.253.43.71:5146
广州综合,http://88888.55555.io:2345/udp/239.253.43.71:5146
广州新闻,http://wizarkid.vip:4000/udp/239.253.43.72:5146
广州新闻,http://88888.55555.io:2345/udp/239.253.43.72:5146
广州影视,http://wizarkid.vip:4000/udp/239.253.43.73:5146
广州影视,http://88888.55555.io:2345/udp/239.253.43.73:5146
广州法治,http://wizarkid.vip:4000/udp/239.253.43.74:5146
广州法治,http://88888.55555.io:2345/udp/239.253.43.74:5146
广州竞赛,http://wizarkid.vip:4000/udp/239.253.43.75:5146
广州竞赛,http://88888.55555.io:2345/udp/239.253.43.75:5146
南国都市4K,http://wizarkid.vip:4000/udp/239.253.43.99:5146
南国都市4K,http://88888.55555.io:2345/udp/239.253.43.99:5146
佛山公共,http://wizarkid.vip:4000/udp/239.253.43.53:5146
佛山公共,http://88888.55555.io:2345/udp/239.253.43.53:5146
佛山南海,http://wizarkid.vip:4000/udp/239.253.43.54:5146
佛山南海,http://88888.55555.io:2345/udp/239.253.43.54:5146
佛山顺德,http://wizarkid.vip:4000/udp/239.253.43.55:5146
佛山顺德,http://88888.55555.io:2345/udp/239.253.43.55:5146
佛山影视,http://wizarkid.vip:4000/udp/239.253.43.56:5146
佛山影视,http://88888.55555.io:2345/udp/239.253.43.56:5146
佛山综合,http://wizarkid.vip:4000/udp/239.253.43.57:5146
佛山综合,http://88888.55555.io:2345/udp/239.253.43.57:5146




港台,#genre#


凤凰中文,http://171.88.68.209:8888/udp/239.93.0.162:2192
凤凰资讯,http://171.88.68.209:8888/udp/239.93.0.118:2191

凤凰资讯,http://113.117.74.31:8081/hls/36/index.m3u8
凤凰中文,http://113.117.74.31:8081/hls/37/index.m3u8
凤凰香港,http://113.117.74.31:8081/hls/38/index.m3u8



凤凰资讯,http://lcx-olt.8866.org:8181/tsfile/live/1069_1.m3u8
凤凰中文,http://lcx-olt.8866.org:8181/tsfile/live/1070_1.m3u8
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰资讯,http://lcx-olt.8866.org:8181/tsfile/live/1072_1.m3u8
凤凰中文,http://lcx-olt.8866.org:8181/tsfile/live/1073_1.m3u8

凤凰资讯,http://113.117.74.31:8081/hls/36/index.m3u8
凤凰中文,http://113.117.74.31:8081/hls/37/index.m3u8
凤凰香港,http://113.117.74.31:8081/hls/38/index.m3u8


凤凰资讯,http://222.217.246.236:8181/tsfile/live/1082_1.m3u8
凤凰中文,http://222.217.246.236:8181/tsfile/live/1083_1.m3u8
凤凰香港,http://222.217.246.236:8181/tsfile/live/1084_1.m3u8


凤凰中文,http://171.38.25.240:8181/tsfile/live/1001_1.m3u8
凤凰香港,http://171.38.25.240:8181/tsfile/live/1002_1.m3u8

凤凰中文,http://159.75.85.63:5681/sxg.php?id=test1_4000
凤凰资讯,http://159.75.85.63:5681/sxg.php?id=test2_4000
翡翠台,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&cid=1332&id=1350_4500
翡翠台,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=1350_4500
明珠台,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&id=1351_4500
明珠台,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=freeuser&ptoken=8S6lHDnZOXb8fZ91xEBYwg%3D%3D&pserialnumber=004bfc8f56cd2797&cid=1332&cid=1332&id=1351_4500



凤凰中文,http://gxfrg007.8800.org:8282/tsfile/live/0108_1.m3u8
凤凰资讯,http://gxfrg007.8800.org:8282/tsfile/live/1064_1.m3u8
凤凰香港,http://gxfrg007.8800.org:8282/tsfile/live/1065_1.m3u8

凤凰中文,http://iptv.weai.love/10010/88888888/gxgg.play?tvid=fhzw
凤凰资讯,http://iptv.weai.love/10010/88888888/gxgg.play?tvid=fhzx


翡翠台,http://113.117.74.26:8081/hls/67/index.m3u8
翡翠台,https://epg.pw/stream/fe02817d95c6d58f41e1ea8208b5a8c9462bf525b153819b0c3918406127925a.m3u8

翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/62WM7


凤凰中文,http://171.212.170.33:8088/udp/239.93.0.162:2192
凤凰中文,http://171.212.170.132:8088/udp/239.93.1.9:2192
凤凰资讯,http://171.212.170.33:8088/udp/239.93.0.118:2191
凤凰资讯,http://171.212.170.132:8088/udp/239.93.1.4:2191



凤凰中文,http://nsszds.f3322.net:8081/hls/37/index.m3u8
凤凰资讯,http://nsszds.f3322.net:8081/hls/36/index.m3u8
凤凰香港,http://nsszds.f3322.net:8081/hls/38/index.m3u8


凤凰中文,http://103.112.191.9:880/LAOSAT1015.m3u8
凤凰资讯,http://103.112.191.9:880/LAOSAT1068.m3u8

凤凰中文,http://162.19.247.76:22222/live/fenghuangweishi/index.m3u8
凤凰资讯,http://162.19.247.76:22222/live/fenghuangzhixun/index.m3u8


凤凰中文,http://lcx-olt.8866.org:8181/tsfile/live/1070_1.m3u8
凤凰资讯,http://lcx-olt.8866.org:8181/tsfile/live/1069_1.m3u8
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8

凤凰中文,http://113.117.74.47:8081/hls/37/index.m3u8
凤凰资讯,http://113.117.74.47:8081/hls/36/index.m3u8
凤凰香港,http://113.117.74.47:8081/hls/38/index.m3u8

凤凰资讯,http://www.pr666.site:4040/udp/239.255.30.70:8231
凤凰香港,http://www.pr666.site:4040/udp/239.255.30.123:8231


翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/n90gt
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=13022928532&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=44&id=1351_4500
明珠台,http://radius.8866.org:800/hls/84/index.m3u8

标清
明珠台,http://113.117.74.22:8081/hls/26/index.m3u8
明珠台,http://113.117.74.20:8081/hls/26/index.m3u8
明珠台,http://113.117.74.10:8081/hls/26/index.m3u8
凤凰香港,http://r.jdshipin.com/NfC0f
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07

凤凰中文,http://hls.live.cqccn.com/__cl/cg:live/__c/xfjcHD/__op/default/__f/index.m3u8
凤凰资讯,http://hls.live.cqccn.com/__cl/cg:live/__c/xfylHD/__op/default/__f/index.m3u8

IVPV6
凤凰中文,https://cntv.sbs/tv/v6.php?id=test1
凤凰资讯,https://cntv.sbs/tv/v6.php?id=test2
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8

