4K频道,#genre#
广东,#genre#
广东卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
深圳卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8
广东体育,http://183.63.15.42:9901/tsfile/live/0136_1.m3u8#http://183.11.239.32:808/hls/109/index.m3u8#http://218.17.216.102:9901/tsfile/live/1004_1.m3u8
广东珠江,http://183.63.15.42:9901/tsfile/live/0109_1.m3u8#http://218.17.216.102:9901/tsfile/live/1001_1.m3u8
番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
广东影视,http://183.63.15.42:9901/tsfile/live/1007_1.m3u8#http://183.11.239.32:808/hls/8/index.m3u8#http://218.17.216.102:9901/tsfile/live/1008_1.m3u8
广东新闻,http://183.63.15.42:9901/tsfile/live/1004_1.m3u8#http://183.11.239.32:808/hls/2/index.m3u8
广东公共,http://183.63.15.42:9901/tsfile/live/1005_1.m3u8#http://183.11.239.32:808/hls/3/index.m3u8#http://218.17.216.102:9901/tsfile/live/1003_1.m3u8
广东经济,http://183.63.15.42:9901/tsfile/live/1006_1.m3u8#http://218.17.216.102:9901/tsfile/live/1006_1.m3u8
广东少儿,http://183.63.15.42:9901/tsfile/live/1008_1.m3u8
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u8
大湾区卫视,http://218.17.216.102:9901/tsfile/live/1007_1.m3u8
深圳公共,http://218.17.216.102:9901/tsfile/live/1042_1.m3u8
深圳都市,http://218.17.216.102:9901/tsfile/live/1043_1.m3u8
深圳电视剧,http://218.17.216.102:9901/tsfile/live/1057_1.m3u8
深圳财经,http://218.17.216.102:9901/tsfile/live/1089_1.m3u8
广东卫视高清,http://219.128.40.115:8888/rtp/239.77.0.84:5146
广东体育高清,http://219.128.40.115:8888/rtp/239.77.0.112:5146
广东珠江高清,http://219.128.40.115:8888/rtp/239.77.0.1:5146
广东新闻高清,http://219.128.40.115:8888/rtp/239.77.0.173:5146
少儿,#genre#
浙江少儿FHD,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
福州少儿FHD,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?$4M
南京少儿HD,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
新疆少儿HD,http://livehyw5.chinamcache.com/hyw/zb12.m3u8?txSecret=b2d9d5bdd746c8ae8ce02450b95e3315&txTime=95A66658
金鹰卡通HD,http://124.232.233.15:6610/000000001001/201600020009/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
哈哈炫动,http://112.25.48.13/live/program/live/hhxdhd/4000000/mnf.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
港澳台,#genre#
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8?zgangd#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8?zgangd#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8?zgangd
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8#http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://111.59.189.40:8445/tsfile/live/1020_1.m3u8#http://111.59.189.40:8445/tsfile/live/1020_1.m3u8?zgangd
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
台湾番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
时尚频道,http://juyunlive.juyun.tv/live/24950198.m3u8
儒释道经,https://live.ciguang.tv/live/hdtv.m3u8?auth_key=5216465889-0-0-701a98b03302233fc07fa2ee9e85d39b
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
赛马直击,http://gslb.cdn.hk.chinamobile.com/live/d2afb43f61464fc5a3d3b1b0a4c187a1/11a674a3cca94ceaafab4bd0e2ae634c-2.m3u8
好消息电视台2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
TV5mond,http://58.99.33.16:1935/liveedge17/live_157_3.stream/chunklist.m3u8
好消息,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
中国环球电视,http://live.cgtn.com/500/prog_index.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8#http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8#http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视卫视,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8#http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳视澳门,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8#http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8#http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视卫星,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8#http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8#http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8#http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8#http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8#http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8#http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
华语电视,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
J2,http://120.84.96.69:808/hls/86/index.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8#http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
耀才財經台(标清),http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
NewTV,#genre#
黑莓动画,http://39.135.138.60:18890/PLTV/88888910/224/3221225672/index.m3u8
黑莓电竞,http://39.135.138.60:18890/PLTV/88888910/224/3221225653/index.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225768/index.m3u8
NewTV潮妈辣婆,http://111.40.196.9/PLTV/88888888/224/3221225680/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8
NewTV东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
NewTV热播精选,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
NewTV军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
NewTV精品纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225709/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
NewTV军事评论,http://39.135.138.58:18890/PLTV/88888888/224/3221225757/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV精品综合,http://111.40.196.9/PLTV/88888888/224/3221225632/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV中国功夫,http://39.135.138.58:18890/PLTV/88888888/224/3221225660/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
斗鱼科普HD4,http://epg.112114.xyz/douyu/9738854
斗鱼科普HD5,http://epg.112114.xyz/douyu/9385288
斗鱼科普HD6,http://epg.112114.xyz/douyu/8434598
斗鱼科普HD7,http://epg.112114.xyz/douyu/7357786
黑莓电影,http://111.40.196.32/wh7f454c46tw271288417_1179629611/PLTV/88888888/224/3221225610/index.m3u8?icpid=88888888&RTS=1644575829&from=1&hms_devid=143
其他,#genre#
鍑ゅ嚢璧勮,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8?zgangd
鍑ゅ嚢鐢靛奖,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8?zgangd
婢抽棬鑾茶姳,http://anren.live/HK/BiIOU11uLA.m3u8?zgangd#http://nettvpro.live/hls/lotustv.php?zgangd
HBO,http://vips-livecdn.fptplay.net/hda1/hbo_vhls.smil/chunklist_b5000000.m3u8
姘戣[1280*720],http://50.7.220.74:8278/ftvhd_taiwan/playlist.m3u8?tid=m15b424641a89&ct=18335&tsum=ba82cdbfb8253c45a13df5354e6d0dbc
HBO婧Θ瀹跺涵[1280*720],http://50.7.220.74:8278/fyi_twn/playlist.m3u8?tid=m99b80124e3b4&ct=18337&tsum=73f6f540497de9a5615b9bd55bec8853
鍕曠墿鏄熺悆,http://50.7.220.74:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
鍏ぇ鎴插妵,http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
涓夌珛鑷虹仯,http://50.7.220.74:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb
涓ぉ缍滃悎,http://50.7.220.74:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
ELEVEN SPORTS 1[1280*720],http://50.7.220.74:8278/golfchannel_twn/playlist.m3u8?tid=m43df9270caf7&ct=18335&tsum=3bcc02e810e7073b86bb40d392e95f23
france24,http://58.99.33.16:1935/liveedge17/live_156_3.stream/chunklist.m3u8
涓彴鐏ｇ敓娲荤恫,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8#http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
[无分类],#genre#
上海纪实,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
上海纪实人文,http://111.20.33.70/PLTV/88888893/224/3221226230/index.m3u8
北京冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8
湖南金鹰纪实,http://111.20.33.70/PLTV/88888893/224/3221226351/index.m3u8
全纪实,http://111.20.33.70/PLTV/88888893/224/3221226580/index.m3u8
MAX极速汽车,http://111.20.33.70/PLTV/88888893/224/3221226574/index.m3u8
精彩综艺,http://111.20.33.70/PLTV/88888893/224/3221226009/index.m3u8
都市剧场,http://111.20.33.70/PLTV/88888893/224/3221226581/index.m3u8
黑莓电竞,http://111.40.196.9/PLTV/88888888/224/3221225606/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
梅州1高清,http://fyld.eatuo.com:9901/tsfile/live/1002_1.m3u8
梅州客家生活高清,http://fyld.eatuo.com:9901/tsfile/live/1003_1.m3u8
梅州导视,http://fyld.eatuo.com:9901/tsfile/live/1004_1.m3u8
